Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
06/23/2021 04:45:00 PM,06/24/2021 08:00:00 AM,Brooklyn,Sternberg Park,Inside locked athletic field under construction,Chukar,Other,Exotic,Healthy,6,Adult,Birds,311-06712416,ACC,6,false,false,,,false,false,163537
06/24/2021 10:00:00 AM,06/24/2021 11:00:00 AM,Bronx,Haffen Park,Haffen Pool,Sparrow,Central,Native,Healthy,1.75,Infant,Birds,311-06714879,Rehabilitator,4,false,false,,,false,false,
06/23/2021 02:30:00 PM,06/23/2021 02:30:00 PM,Bronx,Pelham Bay Park,Pelham Bay South,White-tailed Deer,Employee,Native,N/A,1,Juvenile,Deer,,Unfounded,0,false,false,,,false,false,
06/23/2021 01:00:00 PM,06/23/2021 01:10:00 PM,Staten Island,Willowbrook Park,The carousel,Raccoon,Employee,Native,N/A,2,Adult;#Juvenile,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
06/23/2021 09:20:00 AM,06/23/2021 09:20:00 AM,Queens,Judge Moses Weinstein Playground,Garbage can,Virginia Opossum,Central,Native,Healthy,2.25,Juvenile,Small Mammals-non RVS,311-06699415,ACC,1,false,false,,,false,false,119833
06/23/2021 09:00:00 AM,06/23/2021 09:10:00 AM,Staten Island,Clove Lakes Park,Martling Pond on shore,Domestic Duck,Employee,Domestic,Healthy,1.25,Adult,Domestic;#Birds,311-06700321,ACC,1,false,false,,,false,false,119822
06/23/2021 05:30:00 AM,06/23/2021 08:20:00 AM,Staten Island,Willowbrook Park,Pond,Canada Goose,Employee,Native,Injured,0.5,Juvenile,Birds,,Unfounded,0,false,false,,,false,false,
06/22/2021 03:00:00 PM,06/22/2021 03:00:00 PM,Queens,Travers Park,78th Street Plaza,Cat,Public,Domestic,Unhealthy,1,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
06/22/2021 03:30:00 PM,06/22/2021 03:30:00 PM,Brooklyn,Prospect Park,V/O Drummers Circle,Dog,Employee,Domestic,Injured,0.5,Juvenile,Domestic,,ACC,1,true,false,,,false,false,
06/22/2021 11:30:00 AM,06/22/2021 11:30:00 AM,Manhattan,Highbridge Park,Coogan's Bluff Playground,Dog,Central,Domestic,N/A,0.75,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
06/22/2021 11:55:00 AM,06/22/2021 11:55:00 AM,Queens,Forest Park,Giovanelli Playground,Eastern Rat Snake,Central,Native,Healthy,2,Juvenile,Terrestrial Reptile or Amphibian,311-06691186,Relocated/Condition Corrected,1,false,false,,,false,false,
06/22/2021 12:00:00 PM,06/22/2021 12:00:00 PM,Manhattan,Inwood Hill Park,214th and Seaman Ave,Eastern Gray Squirrel,Employee,Native,Injured,0.5,Adult,Small Mammals-non RVS,,Advised/Educated others,1,false,true,,0.5,false,false,
06/22/2021 11:30:00 AM,06/22/2021 12:00:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Trail,Domestic Rabbit,Employee,Domestic,Healthy,2,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
06/21/2021 02:02:00 PM,06/21/2021 02:02:00 PM,Queens,Queens Botanical Garden,Education building,Northern Cardinal,Central,Native,Injured,2.75,Juvenile,Birds,311-06682248,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/21/2021 02:45:00 PM,06/21/2021 02:50:00 PM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,PEP Trailer,Mallard Duck,Employee,Native,Healthy,1.5,Infant,Birds,311-06684155,ACC,1,true,false,,,false,false,52440
06/21/2021 08:50:00 AM,06/21/2021 03:50:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Lake and its trails,Double-crested Cormorant,"Conservancies/""Friends of"" Groups",Native,Healthy,0.75,Adult,Birds,311-06684-300,Monitored Animal,1,false,true,,3,false,false,
06/21/2021 09:20:00 AM,06/21/2021 12:00:00 PM,Manhattan,Central Park,West 97 St entrance,Raccoon,Central,Native,Injured,0.5,Juvenile,Small Mammals-RVS,311- 06678452,Unfounded,0,false,false,,,false,false,
06/21/2021 08:50:00 AM,06/21/2021 09:05:00 AM,Bronx,Van Cortlandt Park,Adjacent to Golf Clubhouse past golf cart parking,Double-crested Cormorant,"Conservancies/""Friends of"" Groups",Native,Injured,0.3,Adult,Birds,N/A,Unfounded,0,false,false,,,false,false,
06/16/2021 12:00:00 PM,06/16/2021 01:00:00 PM,Brooklyn,Prospect Park,Prospect Lake near LeFrak Center,Domestic Duck,"Conservancies/""Friends of"" Groups",Domestic,Unhealthy,2,Adult,Domestic;#Birds,311-06621675,ACC,1,false,false,,,false,false,119360
06/20/2021 09:00:00 AM,06/20/2021 03:00:00 PM,Manhattan,Inwood Hill Park,Northwest edge of Gaelic Field,Common Snapping Turtle,Employee,Native,N/A,1,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
06/19/2021 09:00:00 AM,06/19/2021 10:00:00 AM,Manhattan,Inwood Hill Park,Payson Visitor Center,Common Snapping Turtle,Employee,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,
06/20/2021 02:30:00 PM,06/20/2021 02:45:00 PM,Queens,Udall's Park Preserve,Trail off of 247th St and 40th Ave,Chicken,Central,Domestic,Unhealthy,2,Adult,Domestic;#Birds,311-06668041,ACC,1,false,false,,,false,false,119706
06/19/2021 02:00:00 PM,06/19/2021 03:00:00 PM,Queens,Rockaway Beach and Boardwalk,On Beach 109th St,Dog,Central,Domestic,Healthy,3,Adult,Domestic,311-0665718,ACC,1,false,false,,,false,false,119644
06/19/2021 09:15:00 AM,06/19/2021 09:15:00 AM,Bronx,Van Cortlandt Park,Van Cortlandt Pool,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
06/18/2021 04:00:00 PM,06/18/2021 04:05:00 PM,Bronx,Crotona Park,Behind Crotona Park Nature Center,Argentine Black and White Tegu,Employee,Exotic,Unhealthy,10,Adult,Terrestrial Reptile or Amphibian,311-06646388,ACC,1,false,false,,,false,false,119570
06/17/2021 03:40:00 PM,06/17/2021 03:40:00 PM,Queens,Flushing Meadows Corona Park,Fountain of the Planets,Mallard Duck,Employee,Native,DOA,1.5,Adult,Birds,311-06634743,Submitted for DEC Testing,12,true,false,,,false,false,
06/17/2021 08:00:00 AM,06/17/2021 10:00:00 AM,Manhattan,Riverside Park,Entrance at Riverside Dr and West 108th St,Raccoon,Central,Native,Healthy,1,Juvenile,Small Mammals-RVS,311-06628837,Relocated/Condition Corrected,1,false,false,,,false,false,
06/17/2021 10:00:00 AM,06/17/2021 10:00:00 AM,Manhattan,William McCray Playground,playground cross street West 158th,American Kestrel,Central,Native,Injured,0.5,Juvenile,Raptors,311-06630118,Advised/Educated others,1,false,false,,,false,false,
06/16/2021 05:20:00 PM,06/16/2021 05:20:00 PM,Bronx,Van Cortlandt Park,Mosholu Avenue/ Broadway,Red-tailed Hawk,Employee,Native,Injured,2.5,Adult,Raptors,311-0662-4220,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/16/2021 10:15:00 AM,06/16/2021 10:45:00 AM,Brooklyn,Red Hook Recreation Area,Clinton Street south of Bay Street,Raccoon,Central,Native,Healthy,1,Juvenile,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
06/11/2021 12:00:00 PM,06/16/2021 12:30:00 PM,Brooklyn,Canarsie Park,By parkhouse,Cat,Employee,Domestic,Healthy,2,Adult,Domestic,311-06564233,ACC,1,false,false,,,false,false,
06/16/2021 10:13:00 AM,06/16/2021 10:32:00 AM,Manhattan,Central Park,Central Park Zoo,Raccoon,Employee,Native,Healthy,1,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,2,false,false,,,false,false,
06/15/2021 03:20:00 PM,06/15/2021 04:15:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 43rd Street,Dog,Central,Domestic,N/A,1.5,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
06/15/2021 08:30:00 AM,06/15/2021 03:00:00 PM,Manhattan,Inwood Hill Park,Gaelic Field,Common Snapping Turtle,Employee,Native,Healthy,1,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/15/2021 10:30:00 AM,06/15/2021 10:45:00 AM,Brooklyn,Bensonhurst Park,Athletic Field,Canada Goose,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
06/14/2021 03:30:00 PM,06/14/2021 03:45:00 PM,Manhattan,Central Park,Central Park Arsenal,Domestic Duck,Central,Domestic,Healthy,2,Juvenile,Domestic;#Birds,311-06599987,ACC,1,false,false,,,false,false,119217
06/14/2021 11:00:00 AM,06/14/2021 11:15:00 AM,Brooklyn,Prospect Park,South shore of Lake,Canada Goose,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Birds,311-06598366,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/14/2021 12:15:00 PM,06/14/2021 12:30:00 PM,Brooklyn,Parade Ground,Erasmus Hall Educational Campus,Red-tailed Hawk,Central,Native,Healthy,1,Juvenile,Raptors,311-06597894,Advised/Educated others,1,false,true,,0.5,false,false,
06/13/2021 02:10:00 PM,06/13/2021 02:12:00 PM,Queens,Flushing Meadows Corona Park,Near the Queens Zoo,Rock Dove,Employee,Native,Injured,2.5,Adult,Birds,311-06588447,ACC,1,false,false,,,false,false,119146
06/13/2021 01:59:00 PM,06/13/2021 02:05:00 PM,Staten Island,Clove Lakes Park,Brooke's Pond,Catfish,Employee,Native,DOA,1,Adult;#Juvenile,Fish-numerous quantity,,Advised/Educated others,12,false,false,,,false,false,
06/13/2021 10:30:00 AM,06/13/2021 11:39:00 AM,Queens,Alley Pond Park,Oakland Lake,Red-Eared Slider,Central,Invasive,DOA,1,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/13/2021 01:20:00 PM,06/13/2021 01:40:00 PM,Queens,Highland Park,Path west of the Ridgewood Reservoir,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.75,false,false,
06/13/2021 10:00:00 AM,06/13/2021 10:00:00 AM,Manhattan,Central Park,59th Street Pond near Gapstow Bridge,Common Snapping Turtle,Central,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Advised/Educated others,1,false,false,,,false,false,
06/12/2021 12:00:00 PM,06/12/2021 01:10:00 PM,Queens,Astoria Park,Hoyt Ave N and 19th Street,Red-tailed Hawk,Central,Native,Injured,3,Juvenile,Raptors,,Rehabilitator,1,false,false,Bobby Horvath,,true,false,
06/12/2021 04:02:00 PM,06/12/2021 04:07:00 PM,Manhattan,Riverside Park,79th St Boat Basin,Chicken,Employee,Domestic,Unhealthy,1.25,Adult,Domestic;#Birds,,ACC,1,true,false,,,false,false,162285
06/12/2021 03:00:00 PM,06/12/2021 03:00:00 PM,Staten Island,Lemon Creek Park,Rocks under bridge that is behind playground,Canada Goose,Observed by Ranger,Native,Healthy,0.1,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/12/2021 12:45:00 PM,06/12/2021 01:55:00 PM,Bronx,Bill Rainey Park,Bill Rainey Park Public Restrooms,Cat,Employee,Domestic,Healthy,0.5,Juvenile,Domestic,,Advised/Educated others,1,false,false,,,false,false,
06/12/2021 12:15:00 PM,06/12/2021 12:30:00 PM,Bronx,Mullaly Park,Mullaly Park North Ballfields,Common Snapping Turtle,Employee,Native,Healthy,4,Adult,Terrestrial Reptile or Amphibian,311-06574202,Relocated/Condition Corrected,1,false,false,,,false,false,
06/11/2021 01:30:00 PM,06/11/2021 01:30:00 PM,Manhattan,Riverside Park,79th Street Boat Basin,Mallard Duck,Central,Native,Healthy,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
06/11/2021 04:00:00 PM,06/11/2021 04:15:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Park Lake by the golf house,Domestic Duck,Public,Domestic,Healthy,1,Juvenile,Domestic;#Birds,31106566589,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/11/2021 03:30:00 PM,06/11/2021 03:30:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt House Museum,Bat (Unknown),"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/10/2021 02:05:00 PM,06/10/2021 03:22:00 PM,Manhattan,Central Park,Hallett Nature Sanctuary,Common Snapping Turtle,Public,Native,Healthy,2,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,true,,1.5,false,false,
06/10/2021 12:20:00 PM,06/10/2021 12:21:00 PM,Manhattan,Central Park,Field outside the French Gardens in Conservatory Gardens,Red-Eared Slider,Public,Invasive,N/A,0.25,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
06/10/2021 05:00:00 PM,06/10/2021 05:30:00 PM,Brooklyn,Flatbush and Tilden Avenues,By Kings Theater,Red-tailed Hawk,Public,Native,Injured,3,Adult,Raptors,311-06556493,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/10/2021 05:50:00 PM,06/10/2021 05:54:00 PM,Queens,Flushing Meadows Corona Park,Base of the Unisphere,Red-tailed Hawk,Central,Native,Injured,1.5,Juvenile,Raptors,311-06555702,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
06/10/2021 04:20:00 PM,06/10/2021 04:45:00 PM,Staten Island,High Rock Park,Altamount House,Canada Goose,Employee,Native,Healthy,3,Infant,Birds,311-06555451,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/09/2021 11:24:00 AM,06/09/2021 02:00:00 PM,Queens,Alley Pond Park,Oakland Lake,Chicken,Central,Domestic,Healthy,1,Adult,Domestic;#Birds,,Unfounded,0,false,false,,,false,false,
06/09/2021 12:00:00 PM,06/09/2021 12:30:00 PM,Queens,406 Woodward Avenue,Found behind fence,American Kestrel,Public,Native,Injured,4,Juvenile,Raptors,311-06543897,Rehabilitator,1,false,false,Bobby Horvath,,false,false,
06/09/2021 02:30:00 PM,06/09/2021 02:30:00 PM,Brooklyn,Prospect Park,East Drive V/O Zucker Playground,Eastern Gray Squirrel,Public,Native,DOA,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/08/2021 11:44:00 AM,06/08/2021 12:00:00 PM,Manhattan,West Harlem Piers,Marginal St and St Clare Pl,Chicken,Central,Domestic,Unhealthy,1,Infant,Birds,311-06529567,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/07/2021 02:30:00 PM,06/07/2021 02:45:00 PM,Brooklyn,Prospect Park,Near the Audubon Center,Common Grackle,Public,Native,Injured,2,Adult,Birds,311-06521707,ACC,1,false,false,,,false,false,118648
06/07/2021 10:45:00 AM,06/07/2021 11:00:00 AM,Brooklyn,Leif Ericson Park,3rd Ave,American Kestrel,Public,Native,Injured,1,Juvenile,Raptors,,Unfounded,0,false,false,,,false,false,
06/07/2021 10:00:00 AM,06/07/2021 09:30:00 AM,Brooklyn,Fort Greene Park,Washington and Willoughby,Canada Goose,Employee,Native,Injured,3,Adult,Birds,,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/05/2021 10:50:00 PM,06/07/2021 10:45:00 AM,Staten Island,Snug Harbor Cultural Center,Green/Boat Pond,Mallard Duck,Employee,Native,Injured,0.35,Adult,Birds,,Monitored Animal,1,false,true,,0.25,false,false,
06/07/2021 09:00:00 AM,06/07/2021 10:00:00 AM,Staten Island,Clove Lakes Park,Royal Oak Circle,Common Snapping Turtle,Employee,Native,Healthy,0.75,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
06/06/2021 10:58:00 AM,06/06/2021 11:00:00 AM,Bronx,Bailey Playground,In the playground,Rock Dove,Central,Native,Healthy,0.75,Adult,Birds,,Monitored Animal,2,false,false,,,false,false,
06/06/2021 01:00:00 PM,06/06/2021 01:10:00 PM,Queens,Rockaway Beach and Boardwalk,Rockaway Beach 124th Street,Herring Gull,Central,Native,Injured,2.5,Adult,Birds,3-11-06505650,ACC,1,false,false,,,false,false,118580
01/04/2021 01:30:00 PM,01/04/2021 01:40:00 PM,Bronx,Crotona Park,Outside M&O Office,Cat,Employee,Domestic,Injured,0.5,Adult,Domestic,,Unfounded,0,false,false,,,false,false,
06/05/2021 12:00:00 PM,06/05/2021 01:30:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 86th Street and Boardwalk,Laughing Gull,Employee,Native,Injured,3,Adult,Birds,311-06494215,ACC,1,false,false,,,false,false,118526
06/05/2021 12:45:00 PM,06/05/2021 03:30:00 PM,Manhattan,Riverside Park,West 79th inside park,Raccoon,Central,Native,Injured,1,Infant,Small Mammals-RVS,311-06491340,Unfounded,0,false,false,,,false,false,
06/05/2021 09:30:00 AM,06/05/2021 09:40:00 AM,Bronx,Raoul Wallenberg Forest,Southwest Entrance,Raccoon,Central,Native,Injured,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
06/05/2021 11:02:00 AM,06/05/2021 11:05:00 AM,Queens,Rockaway Beach and Boardwalk,Boardwalk and B108th,Diamondback Terrapin,Employee,Native,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Advised/Educated others,1,false,false,,,false,false,
06/05/2021 08:45:00 AM,06/05/2021 09:30:00 AM,Manhattan,Central Park,West 81st Street and Central Park West,Red-eared Slider,Central,Invasive,Injured,1.5,Adult,Terrestrial Reptile or Amphibian,311-06489753,Unfounded,0,false,false,,,false,false,
06/04/2021 12:00:00 PM,06/04/2021 12:00:00 PM,Staten Island,Clove Lakes Park,Martling Ave and Slosson Ave,Raptor (Unknown),Central,Native,Unhealthy,1,Adult,Raptors,31106480251,Unfounded,0,false,false,,,false,false,
06/04/2021 10:25:00 AM,06/04/2021 12:00:00 PM,Manhattan,Central Park,90th St by the Reservoir,Raccoon,Central,Native,Healthy,1,Infant,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
06/03/2021 03:30:00 PM,06/03/2021 04:15:00 PM,Brooklyn,Prospect Park,East Drive south of Zoo,Common Snapping Turtle,"Conservancies/""Friends of"" Groups",Native,Healthy,0.75,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,true,,0.5,false,false,
06/03/2021 05:30:00 PM,06/03/2021 05:31:00 PM,Queens,Forest Park,Skate Park,Blue Jay,Public,Native,Healthy,0.25,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/02/2021 10:00:00 AM,06/02/2021 10:00:00 AM,Bronx,Van Cortlandt Park,Van Cortlandt Nature Center,Barn Swallow,Observed by Ranger,Native,Healthy,2,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/02/2021 01:00:00 PM,06/02/2021 01:00:00 PM,Bronx,Van Cortlandt Park,Van Cortlandt Nature Center,Bird (Unknown),Public,N/A,N/A,0.25,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/03/2021 01:00:00 PM,06/03/2021 01:15:00 PM,Queens,Kissena Park,Kissena Lake,Mute Swan,Central,Invasive,Healthy,1.5,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,
06/03/2021 09:15:00 AM,06/03/2021 11:00:00 AM,Queens,Cunningham Park,"Garage, lawnmower area",Raccoon,Central,Native,Healthy,1,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,
06/03/2021 09:45:00 AM,06/03/2021 10:00:00 AM,Brooklyn,Prospect Park,Long Meadow,Wood Duck,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Infant,Birds,311-064-72247,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/03/2021 08:30:00 AM,06/03/2021 08:35:00 AM,Queens,Juniper Valley Park,"40.71998157323772, -73.88377368998059     Running track",Raccoon,Central,Native,Injured,2.75,Adult,Small Mammals-RVS,311-06468820,ACC,1,false,false,,,false,false,118297
06/01/2021 09:30:00 AM,06/01/2021 09:30:00 AM,Staten Island,Wolfe's Pond Park,Near Acme Pond,Common Grackle,Employee,Native,Unhealthy,0.5,Adult,Birds,,Unfounded,0,false,false,,,false,false,
06/02/2021 09:39:00 AM,06/02/2021 11:00:00 AM,Staten Island,Clove Lakes Park,By the Basketball courts,Turtle (Unknown),Employee,N/A,Healthy,3.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
06/02/2021 11:30:00 AM,06/02/2021 11:30:00 AM,Queens,Forest Park,Skate Park,Blue Jay,Employee,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/02/2021 10:15:00 AM,06/02/2021 10:45:00 AM,Staten Island,Freshkills Park,William T. Davis Wildlife Refuge,Spiny Softshell Turtle,Employee,Exotic,Healthy,5,Adult,Terrestrial Reptile or Amphibian,311-06462450,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
06/02/2021 07:55:00 AM,06/02/2021 07:55:00 AM,Queens,Fort Totten Park,Fort Totten Visitor Center,Warbling Vireo,Observed by Ranger,Native,Healthy,0.25,Adult,Birds,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/01/2021 05:00:00 PM,06/01/2021 05:07:00 PM,Queens,Flushing Meadows Corona Park,Marina Parking Lot,Raccoon,Employee,Native,Healthy,1.25,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,
06/01/2021 01:15:00 PM,06/01/2021 01:16:00 AM,Bronx,Ranaqua Park,Ranaqua Garage,Cat,Employee,Domestic,Injured,2,Adult,Domestic,311-06451554,ACC,1,false,false,,,false,false,161016
06/01/2021 03:00:00 PM,06/01/2021 03:00:00 PM,Manhattan,Morningside Park,Barbecue Area #5,Snake (Unknown),Central,N/A,N/A,1,Infant,Terrestrial Reptile or Amphibian,,Unfounded,0,false,false,,,false,false,
06/01/2021 03:30:00 PM,06/01/2021 03:30:00 PM,Brooklyn,Marine Park,Salt Marsh Nature Center,Diamondback Terrapin,Public,Native,Healthy,0.5,Infant,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,3,false,false,,,false,false,
06/01/2021 10:00:00 AM,06/01/2021 10:30:00 AM,Manhattan,Inwood Hill Park,Outside the Inwood Hill Nature Center at 218 St,Red-tailed Hawk,Central,Native,Unhealthy,2.5,Adult,Raptors,311-06447131,Rehabilitator,1,false,false,Bobby Horvath,0.5,false,false,
05/31/2021 09:30:00 AM,05/31/2021 09:34:00 AM,Bronx,Bronx Park,By the playground off East 180th Street and Boston Road,Chicken,Central,Domestic,Healthy,1.5,Adult,Domestic;#Birds,311-06434744,ACC,3,false,false,,,false,false,160938
05/31/2021 12:00:00 PM,05/31/2021 12:30:00 PM,Bronx,Ranaqua Park,Bay 18,Cat,Central,Domestic,Injured,1,Adult,Domestic,,Advised/Educated others,0,false,false,,,false,false,
05/29/2021 03:30:00 PM,05/29/2021 03:30:00 PM,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,Midland Ave and Father Capodanno Blvd near PEP command,Brant Goose,Employee,Native,Unhealthy,1.5,Adult,Birds,311-06422979,ACC,1,false,false,,,false,false,117968
05/29/2021 01:00:00 PM,05/29/2021 03:30:00 PM,Manhattan,Central Park,West 79th and West Dr,Dog,"Conservancies/""Friends of"" Groups",Domestic,Healthy,2,Adult,Domestic,311-06422998,ACC,3,false,false,,,false,false,160841
05/29/2021 10:57:00 AM,05/28/2021 11:08:00 AM,Manhattan,Central Park,Conservatory Waters,Mallard Duck,Public,Native,Injured,1,Infant,Birds,,Unfounded,0,false,false,,,false,false,
05/28/2021 09:15:00 AM,05/28/2021 09:30:00 AM,Brooklyn,Prospect Park,The Boathouse by the boat ramp,Mute Swan,Public,Invasive,Injured,1,Adult,Birds,311-06412112,Relocated/Condition Corrected,1,false,false,,,false,false,
05/28/2021 02:00:00 PM,05/28/2021 02:00:00 PM,Manhattan,Othmar Ammann Playground,Oak Hydrana shrubs close to 1st Ave,Dog,Public,Domestic,Healthy,3,Adult,Domestic,311-06415795,ACC,3,false,false,,,false,false,160759
05/28/2021 05:00:00 PM,05/28/2021 05:00:00 PM,Manhattan,Inwood Hill Park,Payson Playground,House Sparrow,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
05/28/2021 01:00:00 PM,05/28/2021 01:30:00 PM,Manhattan,Inwood Hill Park,Gaelic Field,Red-tailed Hawk,Central,Native,Injured,1,Adult,Raptors,311-06414159,Unfounded,0,false,false,,,false,false,
05/28/2021 11:30:00 AM,05/28/2021 12:00:00 PM,Manhattan,Fort Tryon Park,Field by Met Cloisters,American Robin,Employee,Native,Unhealthy,1,Juvenile,Birds,,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,
05/27/2021 11:00:00 AM,05/28/2021 11:00:00 AM,Brooklyn,Prospect Park,Duck Island,Canada Goose,Central,Native,Injured,1,Adult,Birds,,Monitored Animal,1,false,true,,0.5,false,false,
05/26/2021 04:30:00 PM,05/26/2021 04:30:00 PM,Manhattan,Central Park,Field near 65th St,Rock Dove,Public,Native,Injured,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
05/27/2021 08:30:00 AM,05/27/2021 08:30:00 AM,Manhattan,Riverside Park,Elington in the Park,Dog,Central,Domestic,Injured,0.5,Juvenile,Domestic,,Advised/Educated others,1,false,false,,,false,false,
05/27/2021 08:30:00 AM,05/27/2021 08:30:00 AM,Bronx,Van Cortlandt Park,Barbecue area at 241st street,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,2,false,false,,,false,false,
05/27/2021 08:30:00 AM,05/27/2021 08:30:00 AM,Staten Island,Blue Heron Park,Poillon Avenue main entrance,Eastern Box Turtle,Observed by Ranger,Native,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/26/2021 04:30:00 PM,05/26/2021 04:45:00 PM,Brooklyn,Red Hook Recreation Area,V/O Columbia Street Entrance,Bird (Unknown),Central,N/A,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/26/2021 12:00:00 AM,05/26/2021 01:00:00 PM,Manhattan,Inwood Hill Park,Muscota Marsh,Canada Goose,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,false,false,,,false,false,
05/26/2021 12:30:00 PM,05/26/2021 01:30:00 PM,Manhattan,Riverside Park,79th Street Boat Basin,Canada Goose,Central,Native,Healthy,0.5,Adult,Birds,,Advised/Educated others,1,false,false,,,false,false,
05/26/2021 11:00:00 AM,05/26/2021 12:00:00 PM,Manhattan,Madison Square Park,North of Ferrgut Statue,Eastern Gray Squirrel,Central,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,311-06391894,Unfounded,0,false,false,,,false,false,
05/26/2021 12:00:00 PM,05/26/2021 12:03:00 PM,Bronx,Van Cortlandt Park,Field behind nature center,Red-Eared Slider,Employee,Invasive,Healthy,0.25,Adult,Marine Reptiles,,Relocated/Condition Corrected,1,false,false,,,false,false,
05/26/2021 09:20:00 AM,05/26/2021 09:22:00 AM,Bronx,Van Cortlandt Park,Meadow behind VC House,Bearded Dragon,Employee,Exotic,Healthy,1,Adult,Terrestrial Reptile or Amphibian,311-06391739,ACC,1,false,false,,,false,false,160466
